00619,Hibiscus acetosella,,12032,121E,12032-121E,,Cranberry  Hibiscus,,,April 2012,75%,ECHO-US,FLORIDA,Malvaceae,"Attractive  annual shrub,  also known as  False Roselle.  Use leaves in  salads, flower  calyxes (when  closed) used  to color juices,  sauces and  jellies. Plant in  spring in  deep, loose  soil. 1 m ",$0.24
,,,,,,,,,,,,,,,"apart, 1 cm  deep.",
00621,Hibiscus acetosella,,12033,121E,12033-121E,,Cranberry  Hibiscus,,,March  2012,90%,ECHO-US,FLORIDA,Malvaceae,"Attractive  annual shrub,  also known as  False Roselle.  Use leaves in  salads, flower  calyxes (when  closed) used  to color juices,  sauces and  jellies. Plant in  spring in  deep, loose  soil. 1 m  apart, 1 cm  deep.",$0.24
00622,Lablab purpureus,,11077,111M X,11077-111MX,,Lablab,,Mix,Feb 2013,95%,ECHO-US,FLORIDA,Fabaceae,"Mix of Lablab  varieties,  white, highworth, rongai. Does  well in humid  regions but is  fairly drought  resistant as  well. Plant 1 ""  deep, 6"" apart  near a trellis,  pole , or  fence. Eat  young and  tendet pods or  cook dried  seeds.  Drought- tolerant forage  & green cover  crop.",$0.07
00623,Jatropha curcas L.,,06102,061A,06102-061A,,Physic Nut,,,Jan 2013,40%,ECHO-US,FLORIDA,Euphorbiaceae,"Shrub or tree  up to 6m tall.  Oil in the seed  can be used  for candles,  soaps and  bio-diesel  production.  Planted as a  living fence  and to reduce  erosion.  Establishes  easily from  cuttings and is  drought  resistant.  WARNING:  seeds and  plant TOXIC  to humans.",$0.09
00624,Hibiscus acetosella,,12034,121D,12034-121D,,Cranberry  Hibiscus,,,March  2012,80%,ECHO-US,FLORIDA,Malvaceae,"Attractive  annual shrub,  also known as  False Roselle.  Use leaves in  salads, flower  calyxes (when  closed) used  to color juices,  sauces and  jellies. Plant in  spring in  deep, loose  soil. 1 m  apart, 1 cm  deep.",$0.24
00625,Lablab purpureus,,11073,111A,11073-111a,,Lablab,,Red/ Hyacinth,6/2012,100%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00626,Hibiscus acetosella,,12035,121D,12035-121D,,Cranberry  Hibiscus,,,April 2012,80%,ECHO-US,FLORIDA,Malvaceae,"Attractive  annual shrub,  also known as  False Roselle.  Use leaves in  salads, flower  calyxes (when  closed) used  to color juices,  sauces and  jellies. Plant in  spring in  deep, loose  soil. 1 m  apart, 1 cm  deep.",$0.24
00627,Lablab purpureus,,03093,101E,03093-101E,,Lablab,,Red Hyacinth,Oct 2012,85%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00628,Lablab purpureus,,10001,101D,10001-101D,,Lablab,,Rongai,3/2012,100%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00629,Hibiscus cannabinus,,95063,051E,95063-051E,,Kenaf,,SF 459,May 2012,100%,ECHO-US,FLORIDA,Malvaceae,"Annual crop.  Resistant to  rootknot  nematodes  and soil-borne  fungi.  Intolerant of  frost, needs  well-drained  soils. Can be  used as a  fiber source  for paper.",$0.24
00630,Lablab purpureus,,85064,051E,85064-051e,,Lablab,,White,Oct 2012,100%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00631,Hibiscus cannabinus,,95063,031E,95063-031E,,Kenaf,,SF 459,June 2012,65%,ECHO-US,FLORIDA,Malvaceae,"Annual crop.  Resistant to  rootknot  nematodes  and soil-borne  fungi.  Intolerant of  frost, needs  well-drained  soils. Can be ",$0.24
,,,,,,,,,,,,,,,used as a  fiber source  for paper.,
00632,Lactuca indica,,81006,092E,81006-092E,,Tropical Lettuce,,,Feb 2013,90%,ECHO-US,FLORIDA,Asteraceae,"Erect annual  herb with  bright yellow  flowers. Eat  leaves in  mixed green  salads. grows  well in hot  sun. Plant  seeds 1/4""  deep",$0.04
00633,Hibiscus cannabinus,,04116,041A,04116-041A,,Kenaf,,Everglades 41,May 2012,80%,ECHO-US,FLORIDA,Malvaceae,,$0.24
00634,Hibiscus sabdariffa,,12038,122E,12038-122E,,Roselle,,,Mar 2012,85%,ECHO-US,FLORIDA,Malvaceae,,$0.24
00635,Helianthus annuus,,01071,081E,01071-081E,,Sunflower,,Dwarf  Sunspot,March  2012,80%,ECHO-US,FLORIDA,Asteraceae,,$0.24
00636,Lactuca sativa,,11061,111a,11061-111A,,Lettuce,,Esmeralda,Mar 2012,100%,ECHO-US,FLORIDA,Asteraceae,,$0.04
00637,Hibiscus sabdariffa,,12038,121E,12038-121E,,Roselle,,,Apr 2012,65%,ECHO-US,FLORIDA,Malvaceae,,$0.24
00638,Lactuca sativa,,01067,111A,01067-111A,,Lettuce,,New Red Fire,Feb 2013,95%,ECHO-US,FLORIDA,Asteraecae,,$0.04
00639,Lactuca sativa,,02104,111e,02104-111e,,Lettuce,,Queensland,Jun 2012,95%,ECHO-US,FLORIDA,Asteraecae,,$0.04
00640,Jatropha curcas L.,,04008,081E,04008-081E,,Physic Nut,,,08/2011,80%,ECHO-US,FLORIDA,Euphorbiaceae,"Shrub or tree  up to 6m tall.  Oil in the seed  can be used  for candles,  soaps and  bio-diesel  production.  Planted as a  living fence  and to reduce  erosion.  Establishes  easily from  cuttings and is  drought  resistant.  WARNING:  seeds and  plant TOXIC  to humans.",$0.09
00641,Lactuca sativa,,98026,031A,98026-031A,,Lettuce,,Summer Bibb  MI,May 2012,95%,ECHO-US,FLORIDA,Asteraecae,,$0.04
00642,Lactuca sativa,,08081,081A,08081-081A,,Lettuce,,Tall Guzmaine,May 2012,90%,ECHO-US,FLORIDA,Asteraecae,,$0.04
00643,Indigofera hirsuta,,97048,011A,97048-011A,,Hairy Indigo,,,June 2012,75%,ECHO-US,FLORIDA,Fabaceae,Excellent  ground cover  or green  manure; may  reduce  root-knot  nematodes.   Hairy-stemed  plant grows  2-4 feet. Sow ,$0.01
,,,,,,,,,,,,,,,at 10-15  lbs/acre  before rainy  season.,
00644,Lagenaria siceraria,,03022,061A,03022-061A,,Bushel Gourd,,,April 2012,75%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.11
00645,Khaya nyasica,,04007,051A,04007-051A,,Red Mahogany,,,Apr 2013,40%,ECHO-US,FLORIDA,Meliaceae,"Large tree up  to 45-60 m tall  with long  straight trunk  and enormous  rounded  canopy of  glossy foliage.  Grows best at  0-1000m in  moist,  well-drained  soils. It is frost  sensitive.  Important  timber  species. Soak  in cold water  for 48 hours  before sowing.",$0.04
00646,Luffa acutangula,,93048,101E,93048-101E,,Angled/Ridged  Luffa Gourd,,,May 2012,95%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.08
00647,Luffa acutangula,,93048,052E,93048-052E,,Angled/Ridged  Luffa Gourd,,,6/2012,90%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.08
00648,Khaya nyasica,,04007,041A,04007-041A,,Red Mahogany,,,May 2012,20%,ECHO-US,FLORIDA,Meliaceae,,$0.04
00650,Lens culinaris,,93001,041D,93001-041D,,Lentil,,Crimson,10/23/12,100%,ECHO-US,FLORIDA,,"Pulse crop  domesticated  in the Middle  East. Adapted  to low rainfall.  tall, upright  habit. Early  blooming  date. Good  yield. Good for  arid and  semi-arid  areas.",$0.01
00651,Luffa acutangula,,93048,081E,93048-081E,,Angled/Ridged  Luffa Gourd,,,6/2012,95%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.08
00652,Jatropha curcas L.,,04008,091E,04008-091E,,Physic Nut,,,Jan 2013,50%,ECHO-US,FLORIDA,Euphorbiaceae,"Shrub or tree  up to 6m tall.  Oil in the seed  can be used  for candles,  soaps and  bio-diesel  production.  Planted as a  living fence  and to reduce  erosion.  Establishes  easily from ",$0.09
,,,,,,,,,,,,,,,cuttings and is  drought  resistant.  WARNING:  seeds and  plant TOXIC  to humans.,
00653,Luffa acutangula,,93048,981E,93048-981E,,Angled/Ridged  Luffa Gourd,,,May 2012,95%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.08
00654,Leucaena leucocephala,,83055,061E,83055-061E,,Leucaena,,K-6 Peruvian,Nov 2011,70%,ECHO-US,FLORIDA,Fabaceae,"Leguminous  tree. Grows to  45 ft with  extensive  branching.  Little trunk  wood, lots of  foliage.  Scarify before  planting.",$0.13
00655,Luffa acutangula,,93048,051E,93048-051E,,Angled/Ridged  Luffa Gourd,,,5/2012,95%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.08
00656,Luffa acutangula,,12100,121E,12100-121E,,Angled/Ridged  Luffa Gourd,,,6/2012,100%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.08
00657,Leucaena leucocephala,,83055,041E,83055-041E,,Leucaena,,K-6 Peruvian,Nov 2011,35%,ECHO-US,FLORIDA,Fabaceae,"Leguminous  tree. Grows to  45 ft with  extensive  branching.  Little trunk  wood, lots of  foliage.  Scarify before  planting.",$0.13
00658,Lupinus mutabilis,,09011,111A,09011-111a,,Tarwi,,,May 2012,90%,ECHO-US,FLORIDA,Fabaceae,,$1.05
00659,Leucaena leucocephala,,83055,081E,83055-081E,,Leucaena,,K-6 Peruvian,Jan 2012,25%,ECHO-US,FLORIDA,Fabaceae,"Leguminous  tree. Grows to  45 ft with  extensive  branching.  Little trunk  wood, lots of  foliage.  Scarify before  planting.",$0.13
00660,Leucaena esculenta,,12056,121D,12056-121D,,Edible Leucaena,,Guaje,,,ECHO-US,FLORIDA,Fabaceae,,$0.13
00661,Lupinus mutabilis,,05001,051D,05001-051D,,Tarwi,,,1/14/2005,100%,ECHO-US,FLORIDA,Fabaceae,,$1.05
00662,Leucaena diversifolia,,97016,971A,97016-971A,,Leucaena,,K-784,June 2012,30%,ECHO-US,FLORIDA,Fabaceae,"Good fuel  wood, shade  and organic  matter.  Suitable for  high alt. Does  best between  1000- 2000feet.  Highly Pysllid  resistant. ",$0.13
,,,,,,,,,,,,,,,Scarify in very  hot water  overnight ( or  scratch coat  before  planting ) ,
00663,Lycopersicon esculentum,,11005,111A,11005-111a,,Tomato,,Floridade,Apr 2013,90%,ECHO-US,FLORIDA,Solanaceae,"Develpoed by  U of Florida,  Resistant to  Verticillum  and Fusarium  Wilt, Races 1  && 2, and  Gray  Leafspot.  Grow on  ground or  stake.",$0.08
00664,Leucaena diversifolia,,97017,081E,97017-081E,,Leucaena,,K-156,Aug 2011,40%,ECHO-US,FLORIDA,Fabaceae,,$0.13
00665,Lycopersicon esculentum,,50010,041A,50010-041A,,Tomato,,Hayslip,Dec 2012,80%,ECHO-US,FLORIDA,Solanaceae,"Resistant to  Verticillium  and Fusarium  Wilt, Grey  Leafspot,  blossom end  rot, black  shoulder,  catface and  cracking.  Determinate.",$0.08
00666,Leucaena diversifolia,,97167,971,97167-971,,Leucaena,,K-784,June 2012,40%,ECHO-US,FLORIDA,Fabaceae,"Good fuel  wood, shade  and organic  matter.  Suitable for  high alt. Does  best between  1000- 2000feet.  Highly Pysllid  resistant.  Scarify in very  hot water  overnight ( or  scratch coat  before  planting ) ",$0.13
00667,Lycopersicon esculentum,,05054,071D,05054-071D,,Tomato,,Solar Fire,Apr 2013,95%,ECHO-US,FLORIDA,Solanaceae,,$0.08
00668,Leucaena diversifolia,,95003,001A,95003-001A,,Leucaena,,K-784,June 2012,30%,ECHO-US,FLORIDA,Fabaceae,"Good fuel  wood, shade  and organic  matter.  Suitable for  high alt. Does  best between  1000- 2000feet.  Highly Pysllid  resistant.  Scarify in very ",$0.13
,,,,,,,,,,,,,,,hot water  overnight ( or  scratch coat  before  planting ) ,
00669,Lycopersicon esculentum,,04064,111A,04064-111A,,Tomato,,St. Nick,6/2012,100%,ECHO-US,FLORIDA,Solanaceae,,$0.08
00670,Leucaena diversifolia,,97017,041A,97017-041A,,Leucaena,,K-156,June 2012,20%,ECHO-US,FLORIDA,Fabaceae,,$0.13
00671,Lycopersicon esculentum,,11019,111A,11019-111a,,Tomato,,Tropic,6/12,95%,ECHO-US,FLORIDA,Solanaceae,"Large,  stake-type  variety of  tomato.  Resistant to  verticillium,  fusarium wilt,  grey leaf spot,  graywall, and  the tobacco  mosaic virus. ",$0.08
00672,Lycopersicon esculentum,,04017,041A,04017-041A,,Tomato,,Walter,Apr 2013,85%,ECHO-US,FLORIDA,Solanaceae,,$0.08
00674,Cucumis melo,,04061,091A,04061-091A,,Cantelope,,Honey Rock,Apr 2013,90%,ECHO-US,FLORIDA,Cucurbitaceae,85 days to  maturity. Can  weigh  up to 3  pounds and  shape is  slightly oval.  Flesh is  salmon- orange color.  Resistant/toler ant to  fusarium wilt.  Has thick firm  flesh that is  sweet. Open  pollinated.,$0.17
00675,Solanum melongena,,02078,092E,02078-092E,,Eggplant,,Florida Market,Jan 2013,100%,ECHO-US,FLORIDA,Solanaceae,78-90 Days.  Vigorous erect  plants with  glossy dark  purple-black  fruits. Long  harvest  season.  Resistant to  Phomopsis  blight and fruit  rot.,$0.24
00676,Solanum melongena,,09020,091A,09020-091A,,Eggplant,,Ky Fullness  F1,June 2012,95%,ECHO-US,FLORIDA,Solanaceae,7Variety has  smooth fruit  with pale  green flesh. It  is highly  productive  and produces  early. 50-55  days to  maturity.  Hybrid,$0.24
00678,Capsicum chinense,,81008,021E,81008-021E,,Sweet Habanero ,,Ensalada,Mar 2012,80%,ECHO-US,FLORIDA,Solanaceae,,$0.19
,,,,,,,Pepper,,,,,,,,,
00679,Brassica oleracea var.  italica,,12112,121A,12112-121A,,Broccoli,,Everest  (hybrid),,,ECHO-US,FLORIDA,Brassicaceae,"83 days.  Plants have 6  in./15 cm  dome shaped  heads with  medium  stems, and  small bead  size. Downy  mildew  tolerant for fall  harvests.",$1.21
00680,Carica papaya,,12011,121A,12011-121A,,Papaya,,Red Lady,Feb. 2012,95%,ECHO-US,FLORIDA,Caricaceae,Red fleshed  fruit averaging  1.5 to 2.0 kg.  Good  sweetness.  Sets fruit at  average 70cm  above soil and  is tolerant to  Ring Spot  Virus (PRSV).  Produces fruit  on average  nine months  from seed.  Production.  Soak seeds  overnight.  Plant in large  pots 5 mm.,$1.97
00681,Moringa stenopetala,,01093,081H,01093-081H,,African Moringa,,,06/11,80%,ECHO-US,FLORIDA,Moringaceae,,$0.01
00682,Lycopersicon esculentum,,50010,041A,50010-041A,,Tomato,,Hayslip,Dec 2012,80%,ECHO-US,FLORIDA,Solanaceae,"Resistant to  Verticillium  and Fusarium  Wilt, Grey  Leafspot,  blossom end  rot, black  shoulder,  catface and  cracking.  Determinate.",$0.22
00683,Mucuna pruriens,,07001,111E,07001-111E,,Bush Velvet Bean,,ECHO Bush 1,Feb 2013,95%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00684,Mucuna pruriens,,97144,051E,97144-051E,,Bush Velvet Bean,,Bush,4/2012,70%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00685,Mucuna pruriens,,07001,071D,07001-071D,,Bush Velvet Bean,,Echo Bush  Selection #1,3/2012,95%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00686,Moringa stenopetala,,03020,042H,03020-042H,,African Moringa,,,07/05,70%,ECHO-US,FLORIDA,Moringaceae,,$0.01
00687,Mucuna pruriens,,05004,081E,05004-081E,,Velvet Bean,,John Bishop  Black,3/2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00688,Moringa ovalifolia,,11090,111A,11090-111A,,Moringa,,Phantom Tree,,,ECHO-US,FLORIDA,Moringaceae,This was  featured in  EDN 114.  Limited  quantities  available and ,$0.01
,,,,,,,,,,,,,,,no germ trials  are done. ,
00689,Mucuna pruriens,,05004,071E,05004-071E,,Velvet Bean,,John Bishop  Black,3/2012,60%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00690,Mucuna pruriens,,05004,051E,05004-051E,,Velvet Bean,,John Bishop  Black,,,ECHO-US,FLORIDA,Fabaceae,,$0.07
00691,Solanum melongena,,08101,081A,08101-081A,,Eggplant,,Rosa Bianca,Sep 2012,70%,ECHO-US,FLORIDA,Solanaceae,"80-90 days.  A  small, round  [10-15cm  (4-6in)]  eggplant,  pale-purple  skin, delicate  flavor without  bitterness.  A  top performer  in and ECHO  variety trial.",$0.24
00692,Mucuna pruriens,,11012,121E,11012-121E,,Velvet Bean,,Wildasin Black,4/2012,100%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00693,Mucuna pruriens,,05004,061E,05004-061E,,Velvet Bean,,John Bishop  Black,3/2012,70%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00694,Solanum melongena,,87004,101E,87004-101E,,Eggplant,,Yellow,Apr 2013,85%,ECHO-US,FLORIDA,Solanaceae,"Very  productive in  hot, humid  weather. may  grow as a  medium-sized  shrub. Fruit  green until  yellow when  mature.  Productive at  ECHO even  with  nematodes.",$0.24
00695,Mucuna pruriens,,03042,031E,03042-031E,,Velvet Bean,,Tropical,11/2011,70%,ECHO-US,FLORIDA,Fabaceae,,$0.07
00696,Moringa oleifera,,01084,011D,01084-011D,,Moringa,,,06/04,80%,ECHO-US,FLORIDA,Moringaceae,,$0.08
00698,Albizia lucida,,12113,121A,12113-121A,,Silk Tree,,,,,ECHO-US,FLORIDA,Mimosaceae,Leguminous  reforestation  tree.  Scarify  the seed for  better  germination.,$0.09
00699,Moringa oleifera,,01088,061E,01088-061E,,Moringa,,Optima,09/06,60%,ECHO-US,FLORIDA,Moringaceae,,$0.08
00700,Ocimum basilicum,,04049,111A,04049-111A,,Basil,,Italian Large  Leaf,Apr 2013,95%,ECHO-US,FLORIDA,Lamiaceae,,$0.06
00702,Pachyrhizus erosus,,00040,091A,00040-091A,,Jicama/Yam Bean,,,May 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00704,Pachyrhizus erosus,,00040,071E,00040-071E,,Jicama/Yam Bean,,,May 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00705,Phaseolus acutifolius,,94047,041P G,94047-041PG,,Tepary Bean,,Neb-T-6-s  'Black',June 2012,60%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adopted to  dry, hot  conditions.  Disease- resistant, ",$0.01
,,,,,,,,,,,,,,,"high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant; wilt  tolerant. Plant  1/4"" deep at 4""  spacing. Avoid  overwatering.  Blight  resistant",
00706,Phaseolus acutifolius,,94048,031P G,94048-031PG,,Tepary Bean,,Tan,Jun 2012,100%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adopted to  dry, hot  conditions.  Disease- resistant,  high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant; wilt  tolerant. Plant  1/4"" deep at 4""  spacing. Avoid  overwatering.",$0.01
00707,Phaseolus acutifolius,,94047,031E,94047-031E,,Tepary Bean,,Neb-T-6-s,Jun 2012,70%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adopted to  dry, hot  conditions.  Disease- resistant,  high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant; wilt  tolerant. Plant  1/4"" deep at 4""  spacing. Avoid  overwatering.  Rust and  Blight  resistant,  BGMV  tolerant.",$0.01
00708,Phaseolus Acutifolius,,99034,041E,99034-041E,,Tepary Bean,,Tohono  O'odham  Brown,Jun 2012,85%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00709,Phaseolus acutifolius,,94045,041E,94045-041E,,Tepary Bean,,Tan/Grey,Jun 2012,90%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00710,Phaseolus acutifolius,,94045,031E,94045-031E,,Tepary Bean,,Tan/Grey,Jun 2012,100%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00711,Phaseolus acutifolius,,99036,071P G,99036-071PG,,Tepary Bean,,Yoeme,Jun 2012,100%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adapted to  dry, hot  conditions.  Disease- resistant, ",$0.01
,,,,,,,,,,,,,,,"high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant;  wilt-tolerant.  Plant 1/4""  deep at 4""  spacing. Avoid  overwatering.",
00712,Phaseolus acutifolius,,94048,041E,94048-041E,,Tepary Bean,,Tan,Apr 2013,80%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adopted to  dry, hot  conditions.  Disease- resistant,  high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant; wilt  tolerant. Plant  1/4"" deep at 4""  spacing. Avoid  overwatering.",$0.01
00713,Phaseolus acutifolius,,94047,041E,94047-041E,,Tepary Bean,,Neb-T-6-s  'Black',Jun 2012,90%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adopted to  dry, hot  conditions.  Disease- resistant,  high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant; wilt  tolerant. Plant  1/4"" deep at 4""  spacing. Avoid  overwatering.  Rust and  blight  resistant.  GBMV  tolerant. ",$0.01
00714,Phaseolus acutifolius,,94054,041E,94054-041E,,Tepary Bean,,White,Jun 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00715,Phaseolus acutifolius,,94050,042E,94050-042E,,Tepary Bean,,PI321637-s  Brown-Yellow,June 2012,90%,ECHO-US,FLORIDA,Fabaceae,"Hardy short  day plant  adopted to  dry, hot  conditions.  Disease- resistant,  high-yielding  lines. Not  frost-tolerant.  Rust, blight  resistant; wilt  tolerant. Plant ",$0.01
,,,,,,,,,,,,,,,"1/4"" deep at 4""  spacing. Avoid  overwatering. Blight  resistant,  BGMV and  wilt tolerant. ",
00716,Moringa oleifera,,04092,041H,04092-041H,,Moringa,,,Nov 2009,80%,ECHO-US,FLORIDA,Moringaceae,,$0.08
00717,Phaseolus acutifolius,,99086,041E,99086-041E,,Tepary Bean,,White,Jun 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00718,Phaseolus acutifolius,,94051,041E,94051-041E,,Tepary Bean,,White,Jun 2012,95%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00719,Moringa oleifera,,01088,011D,01088-011D,,Moringa,,,09/10,45%,ECHO-US,FLORIDA,Moringaceae,,$0.08
00720,Phaseolus acutifolius,,94052,041E,94052-041E,,Tepary Bean,,White,Jun 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00721,Pennisetum glaucum,,07002,071D,07022-071D,,Pearl Millet,,Tifleaf 3,Nov 2011,100%,ECHO-US,FLORIDA,Poaceae,,$0.01
00722,Phaseolus acutifolius,,82010,1,82010-1,,Tepary Bean,,White,8/2007,100%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00723,Moringa oleifera,,02073,091H,02073-091H,,Moringa,,,05/10,80%,ECHO-US,FLORIDA,Moringaceae,,$0.08
00724,Pennisetum glaucum,,90060,031E,90060-031E,,Pearl Millet,,Candlestick,Jun 2012,95%,ECHO-US,FLORIDA,Poaceae,,$0.01
00725,Phaseolus lunatus,,05040,121E,05040-121E,,Lima Bean,,Hopi Red,6/2012,100%,ECHO-US,FLORIDA,Fabaceae,"The shelled  beans (and  young pods)  are boiled and  used in soups  and stews.  Seeds are  also dried and  fermented into  tempeh kara.  The leaves  may be  steamed and  eaten,  although they  are often  bitter.",$0.01
00726,Moringa oleifera,,06058,061E,06058-061E,,Moringa,,,12/09,60%,ECHO-US,FLORIDA,Moringaceae,,$0.08
00727,Phaseolus lunatus,,05050,071E,05050-071E,,Lima Bean,,Pima Beige,Apr 2013,95%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00728,Pennisetum glaucum,,90060,021E,90060-021E,,Pearl Millet,,Candlestick,May 2012,85%,ECHO-US,FLORIDA,Poaceae,,$0.01
00729,Phaseolus lunatus,,05050,051D,05050-051D,,Lima Bean,,Pima Beige,3/2012,90%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00730,Phaseolus lunatus,,05050,061E,05050-061E,,Lima Bean,,Pima Beige,6/2012,100%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00731,Petroselinum crispum,,04045,111A,04045-111A,,Parsley,,Dark Green  Italian,Jan 2012,80%,ECHO-US,FLORIDA,Umbelliferae,"Fancy, wide  leaf type with  broad,  smooth,  glossy leaves.  Makes for  attractive  bunches.",$0.01
00732,Phaseolus lunatus,,05049,051D,05049-051D,,Lima Bean,,Pima Orange,11/2010,90%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00733,Moringa drouhardii,,11089,111A,11089-111A,,Moringa,,,,,ECHO-US,FLORIDA,Moringaceae,Information  about this  moringa is  found in EDN  114. ,$0.08
00734,Phaseolus lunatus,,05049,091P G,05050-091PG,,Lima Bean,,Pima Orange,4/2012,95%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00735,Phaseolus lunatus,,05050,062E,05050-062E,,Lima Bean,,Pima Beige,Apr 2013,95%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00736,Phaseolus lunatus,,06105,061D,06105-061D,,Lima Bean,,Speckled,Feb 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00737,Physalis ixocarpa,,04068,101A,04068-101A,,Tomatillo,,Toma Verde,Apr 2012,90%,ECHO-US,FLORIDA,Solanaceae,"Reaches  maturity early,  fruit is globe  shaped and  2-3 oz.  Determinate,  large mexican  tomato. Plant  1 cm deep in  well drained  potting mix.",$1.55
00738,Medicago safra,,07027,071D,07027-071D,,Alfalfa,,Bulldog,Oct 2012,80%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00739,Phaseolus vulgaris,,05044,061E,05044-061E,,Common bean,,Tio Canela,Apr 2013,95%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00740,Psophocarpus  tetragonolobus,,83032,061E,83032-061E,,Winged Bean,,Flat,May 2012,90%,ECHO-US,FLORIDA,Fabaceae,"Scarify  (nick/scrape)  seed coat  before  planting. Plant  1"" deep near  trellis. Grows  well in poor  soil with little  water. Eat  young pods  raw or  cooked; eat  leaves  cooked.",$0.01
00741,Psophocarpus  Tetragonolobus,,87081,021E,87081-021E,,Winged Bean,,Chimbu,June 2012,95%,ECHO-US,FLORIDA,Fabaceae,,$0.01
00742,Psophocarpus  tetragonolobus,,87081,012E,87081-012E,,Winged Bean,,Chimbu,Oct 2012,95%,ECHO-US,FLORIDA,Fabaceae,"Scarify  (nick/scrape)  seed coat  before  planting. Plant  1"" deep near  trellis. Grows  well in poor  soil with little  water. Eat  young pods  raw or  cooked; eat  leaves  cooked.",$0.01
00743,Momordica charantia,,98089,061E,98089-061E,,Bitter Gourd,,,07/08,95%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.55
00744,Psidium cattleianum,,P3164,051E,P3164-051E,,Cattley Guava,,Red,Apr 2012,40%,ECHO-US,FLORIDA,Myrtaceae,,$0.01
00745,Macroptilium  atropurpureum,,94067,941A,94067-941A,,Siratro,,,06/12,80%,ECHO-US,FLORIDA,Fabaceae,,$0.17
00746,Psidium guajava,,02091,041e,02091-041e,,Guava,,Ruby X  Supreme,Feb 2013,60%,ECHO-US,FLORIDA,Myrtaceae,,$0.01
00747,Macroptilium  atropurpureum,,06047,061A,06047-061A,,Siratro,,,06/12,70%,ECHO-US,FLORIDA,Fabaceae,,$0.17
00748,Psidium guajava,,02091,071e,02091-071e,,Guava,,Ruby X  Supreme,May 2012,95%,ECHO-US,FLORIDA,Myrtaceae,,$0.01
00749,Neonotonia wightii,,06042,061A,06042-061A,,Glycine,,Cooper,Feb 2012,60%,ECHO-US,FLORIDA,Fabaceae,"Drought  resistant, high  seedling vigor,  early  flowering,  needs good  drainage. Best  on 30-60  inches of rain  per year.  Sow  during rainy  season.",$0.01
00750,Medicago sativa,,07032,071A,07032-071A,,Alfalfa,,Ameristand  403T,10/12,75%,ECHO-US,FLORIDA,Fabaceae,.,$0.01
00753,lalab purpureus,,09010TH,121A1,09010TH- 121A1,,lablab,ถั่วแปะยี้,Chiang dao,june 12  2012,85%,ECHO-THAI,THAILAND,fabaceae,Green manure  cover crop.   Can be grown  as a cash  crop. #00753,
